"Fatal","Year","DOW","Hour","Mod_year","Height","Weight","DWI","Age","Car.Type","Day","Drugs","Drink","Light","Month","Belt","Route","Sex","Speed.Related","Speed.Limit","Road.Conditions","Road.Type","Distracted"
1,2012,7,2,1995,66,133,0,18,"Jeep",9,"No (drugs not involved)","Yes","Dark - Lighted","June","Shoulder and Lap Belt Used","Local Street - Municipality","Male","Yes",45,"Dry","Two-Way, Not Divided","Unknown"
0,2012,7,7,2010,68,165,0,55,"4-Door Sedan",2,"No (drugs not involved)","No","Daylight","June","Shoulder and Lap Belt Used","Interstate","Male","No",70,"Dry","Two-Way,  Divided, Unprotected (Painted > 4 Feet ) Median","Not Distracted"
0,2012,6,5,1996,69,170,0,31,"4-Door Sedan",8,"No (drugs not involved)","No","Dark - Not Lighted","June","Shoulder and Lap Belt Used","State Highway","Female","No",55,"Dry","Two-Way, Not Divided With a Continuous Left-Turn Lane","Not Distracted"
1,2012,7,9,2002,69,200,0,50,"Small Truck",2,"Unknown","No","Daylight","June","Shoulder and Lap Belt Used","State Highway","Male","No",70,"Dry","Two-Way,  Divided, Positive  Median Barrier","Not Distracted"
1,2012,1,1,1999,61,240,0,28,"2-Door Sedan",10,"Unknown","Yes","Dark - Not Lighted","June","None Used-Motor Vehicle Occupant","Interstate","Male","No",65,"Dry","Two-Way,  Divided, Positive  Median Barrier","Not Distracted"
1,2012,7,17,1998,75,175,0,26,"2-Door Sedan",2,"Unknown","Yes","Daylight","June","None Used-Motor Vehicle Occupant","State Highway","Male","Yes",55,"Dry","Two-Way, Not Divided","Unknown"
0,2012,7,21,1994,65,200,0,60,"2-Door Sedan",2,"No (drugs not involved)","No","Dark - Not Lighted","June","Shoulder and Lap Belt Used","Local Street - Municipality","Male","No",50,"Dry","Two-Way, Not Divided With a Continuous Left-Turn Lane","Not Distracted"
1,2012,5,1,2002,64,115,0,23,"Station Wagon",7,"Unknown","Yes","Dark - Not Lighted","June","None Used-Motor Vehicle Occupant","County Road","Female","No",35,"Dry","Two-Way, Not Divided","Distracted"
1,2012,2,21,2006,62,120,0,36,"Motorcycle",4,"No (drugs not involved)","Yes","Dark - Lighted","June","No Helmet","Local Street - Municipality","Female","No",25,"Dry","Two-Way, Not Divided","Not Distracted"
1,2012,6,10,1994,70,135,0,25,"Small Truck",8,"Unknown","No","Daylight","June","Shoulder and Lap Belt Used","U.S. Highway","Female","No",55,"Dry","Two-Way, Not Divided","Not Distracted"
1,2012,5,14,1989,69,155,0,35,"2-Door Sedan",7,"Unknown","No","Daylight","June","Shoulder and Lap Belt Used","Interstate","Male","No",70,"Dry","Two-Way,  Divided, Unprotected (Painted > 4 Feet ) Median","Not Distracted"
1,2012,6,1,2002,71,210,0,58,"Other",4,"Unknown","No","Dark - Not Lighted","May","None Used-Motor Vehicle Occupant","County Road","Male","No",55,"Dry","Two-Way, Not Divided","Not Distracted"
0,2012,7,4,2005,53,118,0,47,"Minivan",2,"No (drugs not involved)","No","Dark - Not Lighted","June","Shoulder and Lap Belt Used","County Road","Female","No",35,"Dry","Two-Way, Not Divided","Not Distracted"
0,2012,6,21,2004,66,130,0,21,"2-Door Sedan",1,"No (drugs not involved)","Yes","Dark - Not Lighted","June","Shoulder and Lap Belt Used","Local Street - Municipality","Female","No",45,"Dry","Two-Way,  Divided, Unprotected (Painted > 4 Feet ) Median","Not Distracted"
1,2012,6,99,2007,76,250,0,37,"Motorcycle",1,"No (drugs not involved)","Yes","Dark - Lighted","June","DOT-Helmet","Local Street - Municipality","Male","Yes",40,"Dry","Two-Way,  Divided, Unprotected (Painted > 4 Feet ) Median","Not Distracted"
1,2012,1,21,2000,66,170,0,45,"Motorcycle",10,"No (drugs not involved)","Yes","Dark - Not Lighted","June","Other Helmet","State Highway","Male","No",55,"Dry","Two-Way, Not Divided","Not Distracted"
1,2012,6,11,2010,72,190,0,27,"Motorcycle",18,"No (drugs not involved)","No","Daylight","May","Other Helmet","Interstate","Male","No",45,"Dry","Two-Way,  Divided, Positive  Median Barrier","Not Distracted"
1,2012,7,14,2009,70,185,0,28,"Other",2,"No (drugs not involved)","No","Daylight","June","Shoulder and Lap Belt Used","U.S. Highway","Male","Yes",65,"Dry","Two-Way,  Divided, Positive  Median Barrier","Not Distracted"
1,2012,3,15,2007,68,360,0,45,"Motorcycle",5,"Unknown","No","Daylight","June","Other Helmet","State Highway","Male","No",65,"Dry","Two-Way,  Divided, Positive  Median Barrier","Not Distracted"
1,2012,7,0,2007,71,160,0,28,"Motorcycle",19,"Unknown","Yes","Dark - Not Lighted","May","Other Helmet","Local Street - Municipality","Male","Yes",45,"Dry","Two-Way, Not Divided","Not Distracted"
1,2012,3,19,2010,65,190,0,47,"4-Door Sedan",12,"Unknown","Yes","Daylight","June","None Used-Motor Vehicle Occupant","County Road","Female","No",50,"Dry","Two-Way, Not Divided","Not Distracted"
1,2012,5,20,2011,63,140,0,31,"4-Door Sedan",9,"No (drugs not involved)","Yes","Dark - Not Lighted","February","None Used-Motor Vehicle Occupant","Local Street - Municipality","Female","No",55,"Dry","Two-Way, Not Divided","Unknown"
1,2012,3,8,2010,65,145,0,44,"Jeep",12,"Unknown","No","Daylight","June","Shoulder and Lap Belt Used","State Highway","Female","No",65,"Dry","Two-Way,  Divided, Positive  Median Barrier","Not Distracted"
1,2012,7,0,1992,64,120,0,21,"2-Door Sedan",19,"No (drugs not involved)","Yes","Dark - Not Lighted","May","None Used-Motor Vehicle Occupant","County Road","Female","No",45,"Dry","Two-Way, Not Divided","Not Distracted"
1,2012,6,21,1992,69,130,0,40,"4-Door Sedan",4,"Unknown","Yes","Dark - Not Lighted","May","Shoulder and Lap Belt Used","State Highway","Female","No",55,"Dry","Two-Way, Not Divided","Not Distracted"
1,2012,4,2,2008,65,128,0,38,"4-Door Sedan",13,"Yes (drugs involved)","Yes","Dark - Not Lighted","June","Shoulder and Lap Belt Used","Interstate","Female","Yes",65,"Dry","Two-Way,  Divided, Positive  Median Barrier","Not Distracted"
1,2012,6,1,1999,69,175,1,27,"2-Door Sedan",16,"No (drugs not involved)","Yes","Dark - Not Lighted","March","Shoulder and Lap Belt Used","State Highway","Male","No",65,"Dry","Two-Way, Not Divided","Unknown"
1,2012,1,5,1987,68,166,0,69,"Small Truck",3,"No (drugs not involved)","No","Dark - Not Lighted","June","Shoulder and Lap Belt Used","State Highway","Male","No",65,"Dry","Two-Way,  Divided, Positive  Median Barrier","Not Distracted"
1,2012,3,22,1993,65,120,0,58,"Station Wagon",12,"Unknown","No","Dark - Not Lighted","June","None Used-Motor Vehicle Occupant","County Road","Male","No",55,"Dry","Two-Way, Not Divided","Not Distracted"
1,2012,7,4,2001,66,187,0,22,"4-Door Sedan",19,"No (drugs not involved)","Yes","Dark - Lighted","May","Shoulder and Lap Belt Used","County Road","Female","No",40,"Dry","Two-Way, Not Divided With a Continuous Left-Turn Lane","Distracted"
1,2012,5,15,2009,65,185,0,58,"4-Door Sedan",7,"Unknown","No","Daylight","June","Shoulder and Lap Belt Used","State Highway","Female","No",55,"Dry","Two-Way,  Divided, Unprotected (Painted > 4 Feet ) Median","Not Distracted"
1,2012,7,5,1989,66,181,0,27,"2-Door Sedan",19,"No (drugs not involved)","No","Daylight","May","Shoulder and Lap Belt Used","State Highway","Male","Yes",30,"Dry","Two-Way, Not Divided","Not Distracted"
1,2012,2,1,2006,67,165,0,26,"4-Door Sedan",16,"Unknown","Yes","Dark - Lighted","April","None Used-Motor Vehicle Occupant","Local Street - Municipality","Male","Yes",45,"Dry","Two-Way,  Divided, Unprotected (Painted > 4 Feet ) Median","Unknown"
1,2012,4,14,1997,70,250,1,34,"4-Door Sedan",13,"Unknown","Yes","Daylight","June","None Used-Motor Vehicle Occupant","County Road","Male","No",55,"Dry","Two-Way, Not Divided","Not Distracted"
0,2012,1,0,2012,61,105,0,28,"2-Door Sedan",3,"No (drugs not involved)","Yes","Dark - Not Lighted","June","Shoulder and Lap Belt Used","State Highway","Female","No",65,"Dry","Two-Way,  Divided, Positive  Median Barrier","Not Distracted"
1,2012,4,12,2006,75,195,0,20,"Motorcycle",18,"No (drugs not involved)","No","Daylight","April","No Helmet","Local Street - Municipality","Male","Yes",35,"Dry","Two-Way,  Divided, Unprotected (Painted > 4 Feet ) Median","Unknown"
1,2012,3,15,2001,63,78,0,22,"4-Door Sedan",12,"Unknown","No","Daylight","June","Shoulder and Lap Belt Used","Interstate","Female","No",70,"Dry","Two-Way,  Divided, Positive  Median Barrier","Not Distracted"
1,2012,5,6,1995,63,140,1,37,"4-Door Sedan",7,"Unknown","No","Daylight","June","Shoulder and Lap Belt Used","State Highway","Female","No",55,"Dry","Two-Way, Not Divided","Not Distracted"
0,2012,4,22,1994,78,205,0,27,"Jeep",13,"No (drugs not involved)","Yes","Dark - Lighted","June","Unknown","County Road","Male","No",55,"Dry","Two-Way, Not Divided","Not Distracted"
1,2012,6,17,1988,64,112,0,86,"2-Door Sedan",20,"No (drugs not involved)","No","Daylight","April","Shoulder and Lap Belt Used","State Highway","Female","No",35,"Dry","Two-Way,  Divided, Unprotected (Painted > 4 Feet ) Median","Unknown"
1,2012,5,5,2003,64,145,0,17,"Standard Truck",14,"No (drugs not involved)","No","Daylight","June","Shoulder and Lap Belt Used","County Road","Female","No",55,"Dry","Two-Way, Not Divided","Not Distracted"
1,2012,6,21,2011,75,161,0,22,"Motorcycle",8,"No (drugs not involved)","No","Dark - Not Lighted","June","Other Helmet","State Highway","Male","Yes",55,"Dry","Two-Way, Not Divided","Not Distracted"
1,2012,6,14,2002,73,215,0,54,"Motorcycle",8,"Unknown","No","Daylight","June","Other Helmet","State Highway","Male","No",55,"Dry","Two-Way, Not Divided","Not Distracted"
1,2012,1,19,2001,68,180,0,26,"Jeep",3,"Yes (drugs involved)","Yes","Dusk","June","None Used-Motor Vehicle Occupant","County Road","Male","No",15,"Dry","Two-Way, Not Divided","Not Distracted"
0,2012,7,6,1995,65,180,0,20,"4-Door Sedan",9,"No (drugs not involved)","No","Daylight","June","Shoulder and Lap Belt Used","County Road","Male","No",50,"Dry","Two-Way, Not Divided","Not Distracted"
1,2012,7,1,2006,69,190,0,43,"Motorcycle",9,"Unknown","No","Dark - Not Lighted","June","Other Helmet","State Highway","Male","Yes",65,"Dry","Two-Way,  Divided, Positive  Median Barrier","Not Distracted"
1,2012,1,1,2001,72,210,1,23,"Jeep",13,"No (drugs not involved)","Yes","Dark - Not Lighted","May","Shoulder and Lap Belt Used","Interstate","Male","No",65,"Dry","Two-Way,  Divided, Positive  Median Barrier","Unknown"
0,2012,4,21,2004,68,158,0,59,"Small Truck",13,"No (drugs not involved)","No","Dark - Lighted","June","Shoulder and Lap Belt Used","Local Street - Municipality","Male","No",30,"Dry","Two-Way, Not Divided","Not Distracted"
1,2012,7,7,2009,72,220,0,71,"Jeep",9,"Unknown","No","Daylight","June","Shoulder and Lap Belt Used","Interstate","Male","No",70,"Dry","Two-Way,  Divided, Positive  Median Barrier","Not Distracted"
0,2012,5,12,2003,74,190,0,28,"4-Door Sedan",14,"No (drugs not involved)","No","Daylight","June","Shoulder and Lap Belt Used","State Highway","Male","No",50,"Dry","Two-Way,  Divided, Unprotected (Painted > 4 Feet ) Median","Not Distracted"
1,2012,5,23,2000,67,145,0,30,"2-Door Sedan",14,"Unknown","Yes","Dark - Lighted","June","None Used-Motor Vehicle Occupant","Local Street - Municipality","Male","Yes",35,"Dry","Two-Way,  Divided, Unprotected (Painted > 4 Feet ) Median","Not Distracted"
1,2012,6,8,2006,71,194,0,83,"4-Door Sedan",15,"No (drugs not involved)","No","Daylight","June","Shoulder and Lap Belt Used","Interstate","Male","No",70,"Dry","Two-Way,  Divided, Unprotected (Painted > 4 Feet ) Median","Not Distracted"
0,2012,7,19,1999,66,145,0,43,"4-Door Sedan",9,"No (drugs not involved)","No","Daylight","June","Shoulder and Lap Belt Used","County Road","Male","No",50,"Dry","Two-Way, Not Divided With a Continuous Left-Turn Lane","Not Distracted"
0,2012,5,13,1999,68,140,0,35,"Other",24,"No (drugs not involved)","No","Daylight","May","Shoulder and Lap Belt Used","State Highway","Male","No",55,"Dry","Two-Way, Not Divided","Distracted"
1,2012,7,12,2003,75,220,0,50,"Motorcycle",9,"Unknown","No","Daylight","June","DOT-Helmet","State Highway","Male","No",55,"Dry","Two-Way, Not Divided","Not Distracted"
1,2012,7,17,2008,70,140,0,29,"2-Door Sedan",9,"Unknown","No","Daylight","June","Shoulder and Lap Belt Used","State Highway","Male","No",65,"Dry","Two-Way,  Divided, Positive  Median Barrier","Not Distracted"
0,2012,4,9,1999,69,230,0,28,"Jeep",6,"No (drugs not involved)","No","Daylight","June","Shoulder and Lap Belt Used","Local Street - Municipality","Male","No",35,"Dry","Two-Way, Not Divided","Not Distracted"
1,2012,7,3,2006,61,110,1,22,"Other",14,"No (drugs not involved)","Yes","Dark - Not Lighted","January","None Used-Motor Vehicle Occupant","Local Street - Municipality","Female","Yes",25,"Dry","Two-Way, Not Divided","Unknown"
1,2012,1,5,2004,76,225,0,53,"Jeep",10,"No (drugs not involved)","No","Dawn","June","Shoulder and Lap Belt Used","County Road","Male","No",55,"Dry","Two-Way, Not Divided","Not Distracted"
1,2012,6,23,2011,72,170,0,35,"Motorcycle",15,"Unknown","Yes","Dark - Not Lighted","June","Other Helmet","Interstate","Male","Yes",65,"Dry","Two-Way,  Divided, Positive  Median Barrier","Not Distracted"
0,2012,3,15,1992,66,115,0,23,"2-Door Sedan",1,"No (drugs not involved)","No","Daylight","May","Shoulder and Lap Belt Used","Local Street - Municipality","Female","No",35,"Dry","Two-Way,  Divided, Unprotected (Painted > 4 Feet ) Median","Not Distracted"
0,2012,5,15,1994,72,215,0,68,"Jeep",7,"No (drugs not involved)","No","Daylight","June","Shoulder and Lap Belt Used","U.S. Highway","Male","No",65,"Dry","Two-Way,  Divided, Unprotected (Painted > 4 Feet ) Median","Not Distracted"
1,2012,1,11,2000,73,320,1,44,"Standard Truck",27,"Yes (drugs involved)","No","Daylight","May","Shoulder and Lap Belt Used","State Highway","Male","No",55,"Dry","Two-Way, Not Divided","Not Distracted"
1,2012,7,3,1991,76,170,0,26,"4-Door Sedan",16,"Unknown","No","Dark - Not Lighted","June","Shoulder and Lap Belt Used","State Highway","Male","No",55,"Dry","Two-Way, Not Divided","Not Distracted"
1,2012,7,15,1976,68,180,0,79,"Station Wagon",16,"No (drugs not involved)","No","Daylight","June","None Used-Motor Vehicle Occupant","State Highway","Male","No",55,"Dry","Two-Way, Not Divided","Not Distracted"
1,2012,6,2,2008,63,250,0,32,"4-Door Sedan",8,"Unknown","Yes","Dark - Not Lighted","June","Shoulder and Lap Belt Used","Interstate","Female","Yes",70,"Dry","Two-Way,  Divided, Positive  Median Barrier","Not Distracted"
0,2012,3,20,9999,75,200,0,38,"Other",31,"No (drugs not involved)","No","Dark - Lighted","January","Shoulder and Lap Belt Used","Interstate","Male","Yes",55,"Dry","Two-Way,  Divided, Positive  Median Barrier","Distracted"
0,2012,6,8,2003,68,220,0,68,"Standard Truck",8,"No (drugs not involved)","No","Daylight","June","Shoulder and Lap Belt Used","County Road","Male","No",45,"Dry","Two-Way, Not Divided","Distracted"
1,2012,4,4,2007,69,215,0,41,"Truck-Tractor",16,"No (drugs not involved)","No","Dark - Not Lighted","May","Shoulder and Lap Belt Used","State Highway","Male","No",55,"Dry","Two-Way, Not Divided","Not Distracted"
0,2012,7,16,2002,72,200,0,51,"Standard Truck",26,"No (drugs not involved)","No","Daylight","May","Shoulder and Lap Belt Used","State Highway","Male","No",55,"Dry","Two-Way, Not Divided","Not Distracted"
1,2012,1,14,2004,75,205,1,36,"Motorcycle",27,"Unknown","No","Daylight","May","Other Helmet","Local Street - Municipality","Male","Yes",30,"Other","Two-Way, Not Divided","Unknown"
1,2012,1,13,2005,70,185,0,47,"Motorcycle",20,"Unknown","No","Daylight","May","DOT-Helmet","State Highway","Male","Unknown",55,"Dry","Two-Way, Not Divided","Unknown"
1,2012,3,5,2004,64,130,0,19,"Standard Truck",22,"No (drugs not involved)","No","Dawn","May","Shoulder and Lap Belt Used","Interstate","Female","No",70,"Dry","Two-Way,  Divided, Unprotected (Painted > 4 Feet ) Median","Unknown"
0,2012,1,2,1996,65,140,0,27,"Small Truck",10,"No (drugs not involved)","No","Dark - Lighted","June","Shoulder and Lap Belt Used","Interstate","Male","Yes",65,"Dry","Two-Way,  Divided, Positive  Median Barrier","Not Distracted"
0,2012,7,21,2010,70,235,0,20,"4-Door Sedan",16,"No (drugs not involved)","No","Dark - Lighted","June","Shoulder and Lap Belt Used","Local Street - Municipality","Male","No",40,"Dry","Two-Way, Not Divided","Not Distracted"
0,2012,2,2,2003,71,140,0,30,"4-Door Sedan",11,"No (drugs not involved)","Yes","Dark - Not Lighted","June","Shoulder and Lap Belt Used","Interstate","Female","Yes",70,"Dry","Two-Way,  Divided, Unprotected (Painted > 4 Feet ) Median","Not Distracted"
1,2012,1,2,2004,69,190,0,21,"2-Door Sedan",17,"Unknown","No","Dark - Lighted","June","Unknown","Local Street - Municipality","Male","Yes",35,"Dry","Two-Way,  Divided, Positive  Median Barrier","Not Distracted"
1,2012,7,2,2011,71,167,1,32,"Standard Truck",24,"No (drugs not involved)","Yes","Dark - Not Lighted","March","Shoulder and Lap Belt Used","Local Street - Municipality","Male","Yes",25,"Dry","Two-Way, Not Divided","Unknown"
0,2012,7,15,2001,63,128,0,23,"4-Door Sedan",23,"No (drugs not involved)","No","Daylight","June","Shoulder and Lap Belt Used","Interstate","Female","No",70,"Dry","Two-Way,  Divided, Unprotected (Painted > 4 Feet ) Median","Not Distracted"
0,2012,7,21,2003,66,144,0,24,"Convertible",2,"No (drugs not involved)","Yes","Dark - Lighted","June","Shoulder and Lap Belt Used","Local Street - Municipality","Male","Yes",50,"Dry","Two-Way,  Divided, Unprotected (Painted > 4 Feet ) Median","Distracted"
0,2012,7,18,1997,65,138,0,56,"4-Door Sedan",23,"Unknown","No","Daylight","June","Shoulder and Lap Belt Used","State Highway","Male","No",65,"Dry","Two-Way,  Divided, Positive  Median Barrier","Not Distracted"
1,2012,2,99,1995,67,160,0,61,"Small Truck",11,"No (drugs not involved)","Yes","Dark - Not Lighted","June","Unknown","County Road","Male","No",55,"Dry","Two-Way, Not Divided","Not Distracted"
1,2012,2,6,2007,62,110,0,21,"2-Door Sedan",14,"Unknown","Yes","Daylight","May","Shoulder and Lap Belt Used","Local Street - Municipality","Female","Yes",45,"Dry","Two-Way, Not Divided","Unknown"
1,2012,2,18,1996,69,145,0,44,"Small Truck",2,"Unknown","Yes","Daylight","July","None Used-Motor Vehicle Occupant","County Road","Male","No",40,"Dry","Two-Way, Not Divided","Not Distracted"
1,2012,7,12,2000,66,180,0,58,"Jeep",16,"No (drugs not involved)","No","Daylight","June","Shoulder and Lap Belt Used","State Highway","Female","No",55,"Dry","Two-Way, Not Divided","Not Distracted"
1,2012,3,5,1995,72,280,0,61,"Truck-Tractor",3,"No (drugs not involved)","No","Dawn","July","None Used-Motor Vehicle Occupant","County Road","Male","No",55,"Dry","Two-Way, Not Divided","Not Distracted"
1,2012,1,2,1994,67,150,0,19,"Standard Truck",24,"Yes (drugs involved)","Yes","Dark - Not Lighted","June","None Used-Motor Vehicle Occupant","Interstate","Male","Unknown",70,"Dry","Two-Way,  Divided, Unprotected (Painted > 4 Feet ) Median","Unknown"
1,2012,3,1,2007,66,170,0,25,"2-Door Sedan",12,"No (drugs not involved)","Yes","Dark - Lighted","June","Shoulder and Lap Belt Used","Interstate","Male","Yes",65,"Dry","Two-Way,  Divided, Positive  Median Barrier","Not Distracted"
